region	site	plate	face	plate_name
AZT	G	A	T	AT
AZT	G	A	T	AT
AZT	G	A	T	AT
AZT	G	A	T	AT
AZT	H	A	T	AT
AZT	H	A	T	AT
AZT	I	A	T	AT
AZT	I	A	T	AT
AZT	I	A	T	AT
CNR	J	A	T	AT
CNR	J	A	T	AT
CNR	J	A	T	AT
CNR	K	A	T	AT
CNR	K	A	T	AT
CNR	K	A	T	AT
CNR	L	A	T	AT
CNR	L	A	T	AT
CNR	L	A	T	AT
CON	D	A	T	AT
CON	D	A	T	AT
CON	E	A	T	AT
CON	E	A	T	AT
CON	E	A	T	AT
CON	F	A	T	AT
CON	F	A	T	AT
CON	F	A	T	AT
KAU	A	A	T	AT
KAU	A	A	T	AT
KAU	A	A	T	AT
KAU	B	A	T	AT
KAU	B	A	T	AT
KAU	B	A	T	AT
KAU	C	A	T	AT
KAU	C	A	T	AT
KAU	C	A	T	AT
