region	site	plate	face	plate_name
KAU	A	B	B	BB
KAU	A	B	B	BB
KAU	A	B	B	BB
KAU	B	B	B	BB
KAU	B	B	B	BB
KAU	B	B	B	BB
KAU	C	B	B	BB
KAU	C	B	B	BB
KAU	C	B	B	BB
CON	D	B	B	BB
CON	D	B	B	BB
CON	E	B	B	BB
CON	E	B	B	BB
CON	E	B	B	BB
CON	F	B	B	BB
CON	F	B	B	BB
CON	F	B	B	BB
AZT	G	B	B	BB
AZT	G	B	B	BB
AZT	G	B	B	BB
AZT	H	B	B	BB
AZT	H	B	B	BB
AZT	H	B	B	BB
AZT	I	B	B	BB
AZT	I	B	B	BB
AZT	I	B	B	BB
CNR	J	B	B	BB
CNR	J	B	B	BB
CNR	J	B	B	BB
CNR	K	B	B	BB
CNR	K	B	B	BB
CNR	K	B	B	BB
CNR	L	B	B	BB
CNR	L	B	B	BB
CNR	L	B	B	BB
