region	site	plate	face	plate_name
AZT	G	B	T	BT
AZT	G	B	T	BT
AZT	G	B	T	BT
AZT	H	B	T	BT
AZT	H	B	T	BT
AZT	H	B	T	BT
AZT	I	B	T	BT
AZT	I	B	T	BT
AZT	I	B	T	BT
CNR	J	B	T	BT
CNR	J	B	T	BT
CNR	J	B	T	BT
CNR	K	B	T	BT
CNR	K	B	T	BT
CNR	K	B	T	BT
CNR	L	B	T	BT
CNR	L	B	T	BT
CNR	L	B	T	BT
CON	D	B	T	BT
CON	D	B	T	BT
CON	E	B	T	BT
CON	E	B	T	BT
CON	E	B	T	BT
CON	F	B	T	BT
CON	F	B	T	BT
CON	F	B	T	BT
KAU	A	B	T	BT
KAU	A	B	T	BT
KAU	A	B	T	BT
KAU	B	B	T	BT
KAU	B	B	T	BT
KAU	B	B	T	BT
KAU	C	B	T	BT
KAU	C	B	T	BT
KAU	C	B	T	BT
